feature,group,source_a,source_b,jsd
tls_version_hash64,tls,auto_capture_hf,cj_sniffer,1.0
tls_version_hash64,tls,auto_capture_hf,hikari2021,0.099752
tls_version_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
tls_version_hash64,tls,cesnet_miner22,cj_sniffer,0.0
tls_version_hash64,tls,cesnet_miner22,hikari2021,0.997817
tls_version_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
tls_version_hash64,tls,cj_sniffer,hikari2021,0.997817
tls_version_hash64,tls,cj_sniffer,iot23_mcfp,0.0
tls_version_hash64,tls,hikari2021,iot23_mcfp,0.997817
cipher_id,tls,auto_capture_hf,cesnet_miner22,0.0
cipher_id,tls,auto_capture_hf,cj_sniffer,0.0
cipher_id,tls,auto_capture_hf,hikari2021,0.0
cipher_id,tls,auto_capture_hf,iot23_mcfp,0.0
cipher_id,tls,cesnet_miner22,cj_sniffer,0.0
cipher_id,tls,cesnet_miner22,hikari2021,0.0
cipher_id,tls,cesnet_miner22,iot23_mcfp,0.0
cipher_id,tls,cj_sniffer,hikari2021,0.0
cipher_id,tls,cj_sniffer,iot23_mcfp,0.0
cipher_id,tls,hikari2021,iot23_mcfp,0.0
cipher_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
cipher_hash64,tls,auto_capture_hf,cj_sniffer,1.0
cipher_hash64,tls,auto_capture_hf,hikari2021,0.24595
cipher_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
cipher_hash64,tls,cesnet_miner22,cj_sniffer,0.0
cipher_hash64,tls,cesnet_miner22,hikari2021,0.981828
cipher_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
cipher_hash64,tls,cj_sniffer,hikari2021,0.981828
cipher_hash64,tls,cj_sniffer,iot23_mcfp,0.0
cipher_hash64,tls,hikari2021,iot23_mcfp,0.981828
sni_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
sni_hash64,tls,auto_capture_hf,cj_sniffer,0.207301
sni_hash64,tls,auto_capture_hf,hikari2021,0.86575
sni_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
sni_hash64,tls,cesnet_miner22,cj_sniffer,0.0
sni_hash64,tls,cesnet_miner22,hikari2021,0.963652
sni_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
sni_hash64,tls,cj_sniffer,hikari2021,0.966683
sni_hash64,tls,cj_sniffer,iot23_mcfp,0.0
sni_hash64,tls,hikari2021,iot23_mcfp,0.941694
sni_len,tls,auto_capture_hf,cesnet_miner22,0.0
sni_len,tls,auto_capture_hf,cj_sniffer,0.651479
sni_len,tls,auto_capture_hf,hikari2021,0.927575
sni_len,tls,auto_capture_hf,iot23_mcfp,0.0
sni_len,tls,cesnet_miner22,cj_sniffer,0.0
sni_len,tls,cesnet_miner22,hikari2021,0.973841
sni_len,tls,cesnet_miner22,iot23_mcfp,0.0
sni_len,tls,cj_sniffer,hikari2021,0.973841
sni_len,tls,cj_sniffer,iot23_mcfp,0.0
sni_len,tls,hikari2021,iot23_mcfp,0.960267
sni_num_labels,tls,auto_capture_hf,cesnet_miner22,0.0
sni_num_labels,tls,auto_capture_hf,cj_sniffer,0.651479
sni_num_labels,tls,auto_capture_hf,hikari2021,0.892415
sni_num_labels,tls,auto_capture_hf,iot23_mcfp,0.0
sni_num_labels,tls,cesnet_miner22,cj_sniffer,0.0
sni_num_labels,tls,cesnet_miner22,hikari2021,0.96574
sni_num_labels,tls,cesnet_miner22,iot23_mcfp,0.0
sni_num_labels,tls,cj_sniffer,hikari2021,0.999581
sni_num_labels,tls,cj_sniffer,iot23_mcfp,0.0
sni_num_labels,tls,hikari2021,iot23_mcfp,0.96574
sni_entropy,tls,auto_capture_hf,cesnet_miner22,0.0
sni_entropy,tls,auto_capture_hf,cj_sniffer,0.651479
sni_entropy,tls,auto_capture_hf,hikari2021,0.930822
sni_entropy,tls,auto_capture_hf,iot23_mcfp,0.0
sni_entropy,tls,cesnet_miner22,cj_sniffer,0.0
sni_entropy,tls,cesnet_miner22,hikari2021,0.963613
sni_entropy,tls,cesnet_miner22,iot23_mcfp,0.0
sni_entropy,tls,cj_sniffer,hikari2021,0.967445
sni_entropy,tls,cj_sniffer,iot23_mcfp,0.0
sni_entropy,tls,hikari2021,iot23_mcfp,0.941501
sni_tld_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
sni_tld_hash64,tls,auto_capture_hf,cj_sniffer,0.207301
sni_tld_hash64,tls,auto_capture_hf,hikari2021,0.969986
sni_tld_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
sni_tld_hash64,tls,cesnet_miner22,cj_sniffer,0.0
sni_tld_hash64,tls,cesnet_miner22,hikari2021,0.978549
sni_tld_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
sni_tld_hash64,tls,cj_sniffer,hikari2021,0.978549
sni_tld_hash64,tls,cj_sniffer,iot23_mcfp,0.0
sni_tld_hash64,tls,hikari2021,iot23_mcfp,0.978549
alpn_id,tls,auto_capture_hf,cesnet_miner22,0.0
alpn_id,tls,auto_capture_hf,cj_sniffer,0.0
alpn_id,tls,auto_capture_hf,hikari2021,0.0
alpn_id,tls,auto_capture_hf,iot23_mcfp,0.0
alpn_id,tls,cesnet_miner22,cj_sniffer,0.0
alpn_id,tls,cesnet_miner22,hikari2021,0.0
alpn_id,tls,cesnet_miner22,iot23_mcfp,0.0
alpn_id,tls,cj_sniffer,hikari2021,0.0
alpn_id,tls,cj_sniffer,iot23_mcfp,0.0
alpn_id,tls,hikari2021,iot23_mcfp,0.0
alpn_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
alpn_hash64,tls,auto_capture_hf,cj_sniffer,0.0
alpn_hash64,tls,auto_capture_hf,hikari2021,0.030257
alpn_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
alpn_hash64,tls,cesnet_miner22,cj_sniffer,0.0
alpn_hash64,tls,cesnet_miner22,hikari2021,0.130392
alpn_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
alpn_hash64,tls,cj_sniffer,hikari2021,0.130392
alpn_hash64,tls,cj_sniffer,iot23_mcfp,0.0
alpn_hash64,tls,hikari2021,iot23_mcfp,0.0
ja3_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
ja3_hash64,tls,auto_capture_hf,cj_sniffer,0.0
ja3_hash64,tls,auto_capture_hf,hikari2021,0.0
ja3_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
ja3_hash64,tls,cesnet_miner22,cj_sniffer,0.0
ja3_hash64,tls,cesnet_miner22,hikari2021,0.0
ja3_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
ja3_hash64,tls,cj_sniffer,hikari2021,0.0
ja3_hash64,tls,cj_sniffer,iot23_mcfp,0.0
ja3_hash64,tls,hikari2021,iot23_mcfp,0.0
ja3s_hash64,tls,auto_capture_hf,cesnet_miner22,0.0
ja3s_hash64,tls,auto_capture_hf,cj_sniffer,0.0
ja3s_hash64,tls,auto_capture_hf,hikari2021,0.0
ja3s_hash64,tls,auto_capture_hf,iot23_mcfp,0.0
ja3s_hash64,tls,cesnet_miner22,cj_sniffer,0.0
ja3s_hash64,tls,cesnet_miner22,hikari2021,0.0
ja3s_hash64,tls,cesnet_miner22,iot23_mcfp,0.0
ja3s_hash64,tls,cj_sniffer,hikari2021,0.0
ja3s_hash64,tls,cj_sniffer,iot23_mcfp,0.0
ja3s_hash64,tls,hikari2021,iot23_mcfp,0.0
tls_resumed,tls,auto_capture_hf,cesnet_miner22,0.0
tls_resumed,tls,auto_capture_hf,cj_sniffer,0.0
tls_resumed,tls,auto_capture_hf,hikari2021,0.0
tls_resumed,tls,auto_capture_hf,iot23_mcfp,0.0
tls_resumed,tls,cesnet_miner22,cj_sniffer,0.0
tls_resumed,tls,cesnet_miner22,hikari2021,0.0
tls_resumed,tls,cesnet_miner22,iot23_mcfp,0.0
tls_resumed,tls,cj_sniffer,hikari2021,0.0
tls_resumed,tls,cj_sniffer,iot23_mcfp,0.0
tls_resumed,tls,hikari2021,iot23_mcfp,0.0
tls_established,tls,auto_capture_hf,cesnet_miner22,0.0
tls_established,tls,auto_capture_hf,cj_sniffer,0.0
tls_established,tls,auto_capture_hf,hikari2021,0.0
tls_established,tls,auto_capture_hf,iot23_mcfp,0.0
tls_established,tls,cesnet_miner22,cj_sniffer,0.0
tls_established,tls,cesnet_miner22,hikari2021,0.0
tls_established,tls,cesnet_miner22,iot23_mcfp,0.0
tls_established,tls,cj_sniffer,hikari2021,0.0
tls_established,tls,cj_sniffer,iot23_mcfp,0.0
tls_established,tls,hikari2021,iot23_mcfp,0.0
tls_handshake_seen,tls,auto_capture_hf,cesnet_miner22,0.0
tls_handshake_seen,tls,auto_capture_hf,cj_sniffer,0.0
tls_handshake_seen,tls,auto_capture_hf,hikari2021,0.0
tls_handshake_seen,tls,auto_capture_hf,iot23_mcfp,0.0
tls_handshake_seen,tls,cesnet_miner22,cj_sniffer,0.0
tls_handshake_seen,tls,cesnet_miner22,hikari2021,0.0
tls_handshake_seen,tls,cesnet_miner22,iot23_mcfp,0.0
tls_handshake_seen,tls,cj_sniffer,hikari2021,0.0
tls_handshake_seen,tls,cj_sniffer,iot23_mcfp,0.0
tls_handshake_seen,tls,hikari2021,iot23_mcfp,0.0
cert_observed,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_observed,certificate,auto_capture_hf,cj_sniffer,0.0
cert_observed,certificate,auto_capture_hf,hikari2021,0.0
cert_observed,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_observed,certificate,cesnet_miner22,cj_sniffer,0.0
cert_observed,certificate,cesnet_miner22,hikari2021,0.0
cert_observed,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_observed,certificate,cj_sniffer,hikari2021,0.0
cert_observed,certificate,cj_sniffer,iot23_mcfp,0.0
cert_observed,certificate,hikari2021,iot23_mcfp,0.0
cert_subject_hash64,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_subject_hash64,certificate,auto_capture_hf,cj_sniffer,0.0
cert_subject_hash64,certificate,auto_capture_hf,hikari2021,0.0
cert_subject_hash64,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_subject_hash64,certificate,cesnet_miner22,cj_sniffer,0.0
cert_subject_hash64,certificate,cesnet_miner22,hikari2021,0.0
cert_subject_hash64,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_subject_hash64,certificate,cj_sniffer,hikari2021,0.0
cert_subject_hash64,certificate,cj_sniffer,iot23_mcfp,0.0
cert_subject_hash64,certificate,hikari2021,iot23_mcfp,0.0
cert_issuer_hash64,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_issuer_hash64,certificate,auto_capture_hf,cj_sniffer,0.0
cert_issuer_hash64,certificate,auto_capture_hf,hikari2021,0.0
cert_issuer_hash64,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_issuer_hash64,certificate,cesnet_miner22,cj_sniffer,0.0
cert_issuer_hash64,certificate,cesnet_miner22,hikari2021,0.0
cert_issuer_hash64,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_issuer_hash64,certificate,cj_sniffer,hikari2021,0.0
cert_issuer_hash64,certificate,cj_sniffer,iot23_mcfp,0.0
cert_issuer_hash64,certificate,hikari2021,iot23_mcfp,0.0
cert_validity_days,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_validity_days,certificate,auto_capture_hf,cj_sniffer,0.0
cert_validity_days,certificate,auto_capture_hf,hikari2021,0.0
cert_validity_days,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_validity_days,certificate,cesnet_miner22,cj_sniffer,0.0
cert_validity_days,certificate,cesnet_miner22,hikari2021,0.0
cert_validity_days,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_validity_days,certificate,cj_sniffer,hikari2021,0.0
cert_validity_days,certificate,cj_sniffer,iot23_mcfp,0.0
cert_validity_days,certificate,hikari2021,iot23_mcfp,0.0
cert_key_alg_id,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_key_alg_id,certificate,auto_capture_hf,cj_sniffer,0.0
cert_key_alg_id,certificate,auto_capture_hf,hikari2021,0.0
cert_key_alg_id,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_key_alg_id,certificate,cesnet_miner22,cj_sniffer,0.0
cert_key_alg_id,certificate,cesnet_miner22,hikari2021,0.0
cert_key_alg_id,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_key_alg_id,certificate,cj_sniffer,hikari2021,0.0
cert_key_alg_id,certificate,cj_sniffer,iot23_mcfp,0.0
cert_key_alg_id,certificate,hikari2021,iot23_mcfp,0.0
cert_key_length,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_key_length,certificate,auto_capture_hf,cj_sniffer,0.0
cert_key_length,certificate,auto_capture_hf,hikari2021,0.0
cert_key_length,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_key_length,certificate,cesnet_miner22,cj_sniffer,0.0
cert_key_length,certificate,cesnet_miner22,hikari2021,0.0
cert_key_length,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_key_length,certificate,cj_sniffer,hikari2021,0.0
cert_key_length,certificate,cj_sniffer,iot23_mcfp,0.0
cert_key_length,certificate,hikari2021,iot23_mcfp,0.0
cert_sig_alg_id,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_sig_alg_id,certificate,auto_capture_hf,cj_sniffer,0.0
cert_sig_alg_id,certificate,auto_capture_hf,hikari2021,0.0
cert_sig_alg_id,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_sig_alg_id,certificate,cesnet_miner22,cj_sniffer,0.0
cert_sig_alg_id,certificate,cesnet_miner22,hikari2021,0.0
cert_sig_alg_id,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_sig_alg_id,certificate,cj_sniffer,hikari2021,0.0
cert_sig_alg_id,certificate,cj_sniffer,iot23_mcfp,0.0
cert_sig_alg_id,certificate,hikari2021,iot23_mcfp,0.0
cert_san_count,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_san_count,certificate,auto_capture_hf,cj_sniffer,0.0
cert_san_count,certificate,auto_capture_hf,hikari2021,0.0
cert_san_count,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_san_count,certificate,cesnet_miner22,cj_sniffer,0.0
cert_san_count,certificate,cesnet_miner22,hikari2021,0.0
cert_san_count,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_san_count,certificate,cj_sniffer,hikari2021,0.0
cert_san_count,certificate,cj_sniffer,iot23_mcfp,0.0
cert_san_count,certificate,hikari2021,iot23_mcfp,0.0
cert_self_signed,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_self_signed,certificate,auto_capture_hf,cj_sniffer,0.0
cert_self_signed,certificate,auto_capture_hf,hikari2021,0.0
cert_self_signed,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_self_signed,certificate,cesnet_miner22,cj_sniffer,0.0
cert_self_signed,certificate,cesnet_miner22,hikari2021,0.0
cert_self_signed,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_self_signed,certificate,cj_sniffer,hikari2021,0.0
cert_self_signed,certificate,cj_sniffer,iot23_mcfp,0.0
cert_self_signed,certificate,hikari2021,iot23_mcfp,0.0
cert_chain_len,certificate,auto_capture_hf,cesnet_miner22,0.0
cert_chain_len,certificate,auto_capture_hf,cj_sniffer,0.0
cert_chain_len,certificate,auto_capture_hf,hikari2021,0.0
cert_chain_len,certificate,auto_capture_hf,iot23_mcfp,0.0
cert_chain_len,certificate,cesnet_miner22,cj_sniffer,0.0
cert_chain_len,certificate,cesnet_miner22,hikari2021,0.0
cert_chain_len,certificate,cesnet_miner22,iot23_mcfp,0.0
cert_chain_len,certificate,cj_sniffer,hikari2021,0.0
cert_chain_len,certificate,cj_sniffer,iot23_mcfp,0.0
cert_chain_len,certificate,hikari2021,iot23_mcfp,0.0
